City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kuldur,RU,49.2167,131.6333,70.2,68,100,2.08,overcast clouds
346,Hamilton,US,39.1834,-84.5333,79.57,82,40,4.61,scattered clouds
347,Bako,ET,5.7833,36.5667,63.21,67,85,4.54,overcast clouds
348,Batemans Bay,AU,-35.7167,150.1833,52.11,61,100,10.47,overcast clouds
349,Sonoita,MX,31.85,-112.8333,96.51,34,1,13.91,clear sky
350,Balakhta,RU,55.38,91.6,53.49,88,100,9.42,overcast clouds
351,Oistins,BB,13.0667,-59.5333,80.69,78,20,20.71,few clouds
352,Mareeba,AU,-17.0,145.4333,72.48,70,0,3.89,clear sky
353,Kahului,US,20.8947,-156.47,87.82,61,40,26.46,scattered clouds
354,Yeppoon,AU,-23.1333,150.7333,69.58,62,0,7.05,clear sky
355,Kenai,US,60.5544,-151.2583,64.49,74,40,20.71,scattered clouds
356,Eureka,US,40.8021,-124.1637,72.12,73,27,5.01,scattered clouds
357,Qiongshan,CN,20.0058,110.3542,84.18,89,0,6.71,clear sky
358,Abapo,BO,-18.8333,-63.4667,63.21,84,24,3.42,few clouds
359,Longforgan,GB,56.4567,-3.1191,67.01,70,100,2.3,overcast clouds
360,Puerto Suarez,BO,-18.95,-57.8,73.49,52,93,1.52,overcast clouds
361,Bang Saphan,TH,11.2126,99.5117,82.38,77,42,7.4,scattered clouds
362,Dzemul,MX,21.2,-89.3,83.05,72,21,8.7,few clouds
363,Bahia Blanca,AR,-38.7196,-62.2724,43.56,37,100,5.82,overcast clouds
364,Hirara,JP,24.8,125.2833,88.07,79,75,17.27,broken clouds
365,Zaidpur,IN,26.8333,81.3333,86.07,54,95,9.8,overcast clouds
366,Mayo,US,38.8876,-76.5119,81.18,88,40,0.0,scattered clouds
367,Faya,SA,18.3851,42.4509,66.31,40,87,1.23,overcast clouds
368,Sioux City,US,42.5,-96.4003,87.66,50,0,16.11,clear sky
369,Fernandez,AR,-27.9204,-63.8935,54.93,51,0,7.2,clear sky
370,Asau,RO,46.4333,26.4,58.95,80,5,4.23,clear sky
371,La Ronge,CA,55.1001,-105.2842,84.42,28,40,8.05,scattered clouds
372,Astara,AZ,38.5,48.6667,68.7,39,0,3.06,clear sky
373,Wageningen,NL,51.9667,5.6667,71.85,77,34,1.14,scattered clouds
374,Namibe,AO,-15.1961,12.1522,64.65,86,0,2.57,clear sky
375,Sim,RU,54.993,57.6982,66.81,74,97,7.96,overcast clouds
376,Jinchang,CN,38.4953,102.1739,70.74,38,79,8.19,broken clouds
377,Kulhudhuffushi,MV,6.6221,73.07,82.17,79,100,16.93,overcast clouds
378,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,77,20,8.95,few clouds
379,Leua,SK,48.2156,18.6071,65.5,57,34,3.83,scattered clouds
380,Kruisfontein,ZA,-34.0033,24.7314,55.89,93,9,2.71,clear sky
381,Cap Malheureux,MU,-19.9842,57.6142,68.47,70,47,8.99,scattered clouds
382,Chapais,CA,49.7834,-74.8492,76.78,60,100,6.15,overcast clouds
383,Zambrano,CO,9.7472,-74.8153,79.84,84,100,4.56,overcast clouds
384,Ghanzi,BW,-21.5667,21.7833,50.79,57,0,7.31,clear sky
385,Fethiye,TR,36.6217,29.1164,82.27,46,0,9.1,clear sky
386,San Policarpo,PH,12.1791,125.5072,82.45,77,100,5.19,overcast clouds
387,Chaozhou,CN,23.6651,116.6379,82.26,72,67,6.06,broken clouds
388,Salme,NP,28.0369,85.0942,64.69,96,100,1.43,overcast clouds
389,Princeton,US,25.5384,-80.4089,86.02,78,0,6.91,haze
390,Kropotkin,RU,45.4375,40.5756,69.26,33,98,7.56,overcast clouds
391,Kondinskoye,RU,59.6481,67.41,63.68,68,6,2.66,clear sky
392,Markova,UA,48.6758,24.4138,54.73,66,92,5.01,overcast clouds
393,Kuching,MY,1.55,110.3333,80.82,89,20,2.3,few clouds
394,Port Blair,IN,11.6667,92.75,78.84,94,75,2.3,mist
395,Ous,RU,60.9058,61.5186,62.98,93,4,1.41,clear sky
396,Taraz,KZ,42.9,71.3667,68.41,49,0,8.95,clear sky
397,Sol-Iletsk,RU,51.1631,54.9918,75.4,47,0,9.42,clear sky
398,Kalabo,ZM,-14.97,22.6814,48.06,69,0,5.26,clear sky
399,Cayenne,GF,4.9333,-52.3333,77.09,1,100,0.0,overcast clouds
400,Auki,SB,-8.7676,160.7034,84.72,63,39,1.5,scattered clouds
401,Deputatskiy,RU,69.3,139.9,41.07,85,100,4.14,light rain
402,Trairi,BR,-3.2778,-39.2689,76.91,78,20,9.44,few clouds
403,Ponta Delgada,PT,37.7333,-25.6667,72.32,94,75,3.44,broken clouds
404,Tsabong,BW,-26.0217,22.401,54.61,45,0,11.72,clear sky
405,Paramonga,PE,-10.6667,-77.8333,61.77,87,100,9.42,overcast clouds
406,Zacatecas,MX,23.0,-103.0,71.49,26,92,5.75,overcast clouds
407,Abu Samrah,SY,35.3029,37.1841,77.4,51,0,4.97,clear sky
408,Christchurch,NZ,-43.5333,172.6333,52.32,87,100,13.8,overcast clouds
409,Pimentel,PE,-6.8367,-79.9342,62.46,87,100,14.79,overcast clouds
410,Constitucion,CL,-35.3333,-72.4167,48.36,90,32,7.7,scattered clouds
411,Dunedin,NZ,-45.8742,170.5036,47.08,86,100,2.93,overcast clouds
412,Pascagoula,US,30.3658,-88.5561,87.85,79,0,0.0,clear sky
413,Bowen,AU,-20.0167,148.2333,68.99,67,0,10.36,clear sky
414,Matola,MZ,-25.9622,32.4589,64.35,93,0,3.44,fog
415,Sioux Lookout,CA,50.1001,-91.917,82.47,47,20,5.75,smoke
416,Ajdabiya,LY,30.7554,20.2263,78.57,45,0,14.99,clear sky
417,Kirakira,SB,-10.4544,161.9205,83.62,72,28,7.11,scattered clouds
418,Staraya Poltavka,RU,50.4772,46.4814,59.54,72,0,8.86,clear sky
419,Tanggu,CN,39.0211,117.6469,85.96,61,100,6.51,overcast clouds
420,Yaviza,PA,8.1537,-77.6931,76.35,97,60,1.7,broken clouds
421,Ostrovnoy,RU,68.0531,39.5131,54.21,83,8,6.55,clear sky
422,Victoria,HK,22.2855,114.1577,87.85,84,100,10.0,overcast clouds
423,Kudahuvadhoo,MV,2.6708,72.8944,81.88,76,100,16.44,overcast clouds
424,Pidhaytsi,UA,49.2685,25.1334,54.36,74,89,3.62,overcast clouds
425,Xam Nua,LA,20.4197,104.0439,77.34,77,100,2.44,overcast clouds
426,Tiznit,MA,29.5833,-9.5,80.74,44,0,1.41,clear sky
427,Moron,AR,-34.6534,-58.6198,55.15,53,100,3.76,overcast clouds
428,Presque Isle,US,46.6811,-68.0159,80.46,57,0,9.22,clear sky
429,Astoria,US,46.1879,-123.8313,72.59,71,0,19.57,clear sky
430,Agadez,NE,19.75,10.25,87.42,30,44,6.38,scattered clouds
431,Douglasville,US,33.7515,-84.7477,78.28,91,89,4.0,overcast clouds
432,Bagdarin,RU,54.4333,113.6,69.24,55,74,2.28,broken clouds
433,Cotusca,RO,48.1333,26.85,59.59,59,10,2.01,clear sky
434,Najran,SA,17.4924,44.1277,83.05,34,100,3.8,overcast clouds
435,Kaitangata,NZ,-46.2817,169.8464,45.99,87,100,9.35,overcast clouds
436,Maloy,NO,61.9353,5.1136,55.13,84,69,7.52,broken clouds
437,Yumen,CN,40.2833,97.2,74.37,28,8,4.83,clear sky
438,Novo Aripuana,BR,-5.1206,-60.3797,77.81,63,26,2.71,scattered clouds
439,Nome,US,64.5011,-165.4064,44.67,76,100,28.77,overcast clouds
440,Winnemucca,US,40.973,-117.7357,91.45,21,0,0.0,clear sky
441,Khandyga,RU,62.6667,135.6,78.57,44,100,11.52,overcast clouds
442,Mandurah,AU,-32.55,115.7,49.91,79,0,10.71,clear sky
443,Makakilo City,US,21.3469,-158.0858,84.52,61,100,17.27,overcast clouds
444,San Andres,CO,12.5847,-81.7006,82.42,83,75,16.11,broken clouds
445,Valenca,BR,-13.3703,-39.0731,68.13,96,73,3.94,broken clouds
446,Oussouye,SN,12.485,-16.5469,80.69,75,87,5.82,overcast clouds
447,Pitimbu,BR,-7.4706,-34.8086,75.79,85,34,15.12,scattered clouds
448,Stokmarknes,NO,68.5646,14.9108,49.98,93,75,3.44,broken clouds
449,Jobat,IN,22.4167,74.5667,74.3,95,100,15.3,overcast clouds
450,Korla,CN,41.7597,86.1469,83.43,19,6,18.79,clear sky
451,Cuautlancingo,MX,19.0833,-98.2667,65.57,63,75,11.5,broken clouds
452,Topolobampo,MX,25.6,-109.05,88.47,62,47,10.2,scattered clouds
453,Obligado,PY,-27.0333,-55.6333,56.93,98,100,1.23,overcast clouds
454,Krasnoselkup,RU,65.7,82.4667,61.27,61,52,18.39,broken clouds
455,Lata,PT,40.1629,-8.3327,59.04,97,35,0.56,scattered clouds
456,Turkistan,KZ,43.0,68.0,82.53,29,0,11.74,clear sky
457,Narrabri,AU,-30.3167,149.7833,52.52,60,0,4.0,clear sky
458,Nordhausen,DE,51.5167,10.8,68.31,51,11,1.86,few clouds
459,East London,ZA,-33.0153,27.9116,68.23,36,5,11.65,clear sky
460,Strezhevoy,RU,60.7333,77.5889,59.43,69,100,7.72,overcast clouds
461,Meiganga,CM,6.5167,14.3,64.0,98,100,3.51,light rain
462,Revda,RU,56.801,59.9303,60.57,96,28,3.8,scattered clouds
463,Tamandare,BR,-8.7597,-35.1047,74.73,84,50,10.13,scattered clouds
464,Bermeo,ES,43.4209,-2.7215,69.6,82,98,12.68,overcast clouds
465,Soloneshnoye,RU,51.6544,84.3197,57.33,90,36,3.06,scattered clouds
466,Dingli,MT,35.8614,14.3822,78.87,66,0,5.84,clear sky
467,Rio Gallegos,AR,-51.6226,-69.2181,37.45,75,0,10.36,clear sky
468,Galle,LK,6.0367,80.217,79.68,85,27,18.28,scattered clouds
469,Taicheng,CN,38.731,113.228,73.31,48,100,1.74,overcast clouds
470,Beyla,GN,8.6833,-8.6333,68.2,99,100,4.61,overcast clouds
471,Fujin,CN,47.26,132.0322,71.44,78,100,6.53,overcast clouds
472,Palu,ID,-0.8917,119.8707,80.47,76,100,2.44,overcast clouds
473,Escarcega,MX,18.6089,-90.7454,86.14,56,51,5.12,broken clouds
474,Adre,TD,13.4667,22.2,75.76,72,100,3.15,overcast clouds
475,Iqaluit,CA,63.7506,-68.5145,42.53,81,75,18.41,broken clouds
476,Laguna,US,38.421,-121.4238,103.44,17,0,6.91,clear sky
477,Kouango,CF,4.9934,19.9619,70.41,98,100,2.01,moderate rain
478,Maningrida,AU,-12.0667,134.2667,81.55,47,100,10.96,overcast clouds
479,La Ligua,CL,-32.4524,-71.2311,51.69,67,0,0.45,clear sky
480,Tuy Hoa,VN,13.0833,109.3,84.85,69,95,10.83,overcast clouds
481,Nishihara,JP,26.1842,127.7558,87.46,82,75,14.97,broken clouds
482,Ta Khmau,KH,11.4833,104.95,82.45,89,40,4.61,scattered clouds
483,Varhaug,NO,58.6147,5.6457,57.88,85,0,4.92,clear sky
484,Morro Bay,US,35.3658,-120.8499,92.19,58,21,1.01,few clouds
485,Haines Junction,CA,60.7522,-137.5108,64.35,45,31,14.97,scattered clouds
486,Xunchang,CN,28.4543,104.715,74.77,87,100,2.95,overcast clouds
487,Lantawan,PH,10.6167,123.9833,78.49,81,96,4.29,moderate rain
488,Severodvinsk,RU,64.5635,39.8302,57.31,79,100,3.13,overcast clouds
489,Usinsk,RU,65.9939,57.5281,65.25,75,21,5.73,few clouds
490,Hornepayne,CA,49.2138,-84.7705,67.37,90,99,7.14,overcast clouds
491,Urubicha,BO,-15.3833,-62.95,72.12,63,55,1.45,broken clouds
492,Lewiston,US,44.1003,-70.2148,72.72,96,100,8.05,mist
493,Namatanai,PG,-3.6667,152.4333,85.12,66,42,8.32,scattered clouds
494,Mabaruma,GY,8.2,-59.7833,74.25,95,77,3.49,broken clouds
495,Wanaka,NZ,-44.7,169.15,41.11,94,100,4.0,overcast clouds
496,Oxapampa,PE,-10.5775,-75.4017,56.17,96,100,3.67,overcast clouds
497,Stefanesti,RO,44.8667,24.9333,62.47,49,0,4.63,clear sky
498,Bubaque,GW,11.2833,-15.8333,79.52,85,100,13.78,light rain
499,Rocha,UY,-34.4833,-54.3333,43.16,91,24,4.34,few clouds
500,Sanchursk,RU,56.9413,47.2499,60.82,98,100,2.06,light rain
501,Green River,US,41.5286,-109.4662,88.2,26,10,11.99,clear sky
502,Drayton Valley,CA,53.2168,-114.9854,72.97,75,1,6.38,clear sky
503,Derazhnya,UA,49.2692,27.4338,53.37,76,25,5.48,scattered clouds
504,Itarema,BR,-2.9248,-39.9167,77.99,76,6,13.67,clear sky
505,Port Macquarie,AU,-31.4333,152.9167,58.89,64,6,11.54,clear sky
506,San Lawrenz,MT,36.0553,14.204,79.97,66,0,5.3,clear sky
507,Omboue,GA,-1.5746,9.2618,72.18,85,100,6.71,overcast clouds
508,Changli,CN,39.7042,119.1506,81.64,61,96,6.73,overcast clouds
509,George Town,MY,5.4112,100.3354,78.75,91,40,5.01,scattered clouds
510,Shingu,JP,33.7333,135.9833,80.38,88,100,10.2,moderate rain
511,Sosnogorsk,RU,63.6023,53.8817,62.69,74,54,3.91,broken clouds
512,Holiday,US,28.1878,-82.7395,86.99,79,12,3.0,few clouds
513,Yubileynyy,RU,58.781,57.7778,57.99,86,100,3.38,overcast clouds
514,Merauke,ID,-8.4667,140.3333,79.29,80,82,14.61,broken clouds
515,Luanda,AO,-8.8368,13.2343,68.61,91,90,4.92,overcast clouds
516,Mangan,IN,27.5167,88.5333,77.92,94,100,1.07,overcast clouds
517,Farah,AF,32.5,62.5,83.64,11,0,4.14,clear sky
518,Isangel,VU,-19.55,169.2667,84.31,74,75,2.3,broken clouds
519,Troitsk,RU,54.0979,61.5773,63.41,93,4,5.61,clear sky
520,Harper,LR,4.375,-7.7169,74.55,78,100,10.33,overcast clouds
521,Shieli,KZ,44.1667,66.75,80.76,35,0,9.51,clear sky
522,Maniitsoq,GL,65.4167,-52.9,44.2,91,100,0.94,overcast clouds
523,Yinchuan,CN,38.4681,106.2731,69.39,56,100,14.85,overcast clouds
524,Udachnyy,RU,66.4167,112.4,52.45,100,89,9.15,overcast clouds
525,Opuwo,NA,-18.0607,13.84,54.36,40,0,2.44,clear sky
526,Gazli,UZ,40.1333,63.45,87.04,26,0,21.79,clear sky
527,Estelle,US,29.8458,-90.1067,88.0,72,100,8.05,overcast clouds
528,Lorengau,PG,-2.0226,147.2712,82.8,72,100,5.84,overcast clouds
529,Georgetown,MY,5.4112,100.3354,78.75,91,40,5.01,scattered clouds
530,Poum,NC,-20.2333,164.0167,76.48,83,72,8.3,broken clouds
531,Vicuna,CL,-30.0319,-70.7081,47.93,26,0,8.55,clear sky
532,Kampene,CD,-3.6,26.6667,68.86,83,98,1.95,overcast clouds
533,Iquitos,PE,-3.7481,-73.2472,77.04,94,20,2.3,few clouds
534,Yenotayevka,RU,47.2456,47.0281,75.04,60,100,16.89,overcast clouds
535,Charyshskoye,RU,51.3978,83.5598,58.1,79,68,1.61,broken clouds
536,Lethem,GY,3.3803,-59.7968,75.87,88,80,5.26,broken clouds
537,Newport,GB,51.5877,-2.9984,78.91,60,44,7.34,scattered clouds
538,La Paz Centro,NI,12.34,-86.6753,81.45,73,100,7.78,overcast clouds
